"Abundance";"Amplitude";"Phenology";"Diff"
"84";11.9302104798087;13.9813723352709;6;31.9115828150795
"85";11.6601971421846;13.9747849438381;6;31.6349820860227
"86";11.8877058672579;13.9862022630732;5;30.8739081303311
"87";11.813786662004;14.2163292336387;5;31.0301158956428
"88";11.8787295553008;13.968875386521;6;31.8476049418218
"89";11.8939989101717;14.089577601481;5;30.9835765116527
"90";11.9399105550253;14.0913572076736;5;31.0312677626989
"91";12.0270107821515;14.031442396995;5;31.0584531791465
"92";11.9847934863291;14.117250167272;5;31.102043653601
"93";11.716599154351;14.0892703625577;6;31.8058695169086
"94";11.9351277737786;14.2805541082039;5;31.2156818819825
"95";11.7401021232567;13.9801284592931;6;31.7202305825498
"96";12.093146761578;14.1007137746643;5;31.1938605362423
"97";11.7750343765971;14.0685119191539;6;31.8435462957509
"98";11.902458044108;14.1377687958613;6;32.0402268399693
"99";12.002232056609;14.0518734227477;6;32.0541054793567
"100";11.7799924683862;14.0844923467435;6;31.8644848151297
"101";11.8407207375562;14.1126992928861;6;31.9534200304423
"102";11.7593223760258;14.0009519729558;6;31.7602743489817
"103";11.9414932669348;14.0501976726559;6;31.9916909395907
"104";11.720179160866;14.0258495899256;6;31.7460287507916
"105";11.8023332934422;14.0674764537016;6;31.8698097471439
"106";11.6566176415379;13.9462936657093;6;31.6029113072472
"107";11.968436074156;14.0775354337903;6;32.0459715079463
"108";12.0333709456871;14.0299451917257;6;32.0633161374128
"109";11.8722512264559;13.9924744333836;6;31.8647256598395
"110";11.8220246243437;13.9857165984651;5;30.8077412228088
"111";11.8871588876825;14.2563377957183;6;32.1434966834008
"112";11.9949632077349;14.0178640705334;6;32.0128272782683
"113";11.9470508178253;14.0321844845898;6;31.9792353024151
"114";12.0226449339116;14.1335131389228;5;31.1561580728344
"115";11.9902388870756;14.1590435141655;5;31.149282401241
"116";11.8965042415156;14.0264485123443;6;31.9229527538598
"117";11.9813111084572;14.2016443486602;5;31.1829554571174
"118";11.8964424718149;14.1060786139111;6;32.002521085726
"119";12.0159057789106;14.2443197350536;6;32.2602255139642
"120";11.9860650824836;14.0851371867362;5;31.0712022692198
"121";11.8110873775581;13.9192848605413;6;31.7303722380994
"122";11.7703879189311;14.0068271979763;5;30.7772151169074
"123";11.7811308630502;13.99642653837;6;31.7775574014201
"124";11.8856845575697;14.1285369594364;6;32.0142215170061
"125";11.9248426549906;14.0638299001812;5;30.9886725551717
"126";11.7303595600061;14.2244804416243;6;31.9548400016304
"127";11.797735054839;14.1164687771061;6;31.914203831945
"128";11.9946836859836;14.1932274616094;5;31.187911147593
"129";11.9250550955332;14.0449511818706;5;30.9700062774038
"130";12.1361147135406;14.0842490993961;5;31.2203638129367
"131";11.7594216250815;13.9112645698628;5;30.6706861949442
"132";12.0984523018526;14.2757888267709;5;31.3742411286236
"133";11.7461608502438;14.2305613153283;5;30.9767221655721
"134";11.8127465557259;14.1272091430882;5;30.9399556988141
"135";11.9423815834888;13.9687198051578;6;31.9111013886467
"136";11.8004561356125;14.2528901336492;6;32.0533462692617
"137";11.8649739923438;14.1679282085324;6;32.0329022008762
"138";11.7996303504544;14.0524660851757;6;31.8520964356301
"139";12.0145991853276;13.96943682689;5;30.9840360122176
"140";11.7656479358363;13.9219783093752;6;31.6876262452115
"141";11.7343234319932;13.9325695840975;6;31.6668930160906
"142";12.1143752866082;14.25108348724;6;32.3654587738482
"143";11.7074778758815;13.9117109538825;5;30.6191888297641
"144";11.7689284433702;14.0967673087266;6;31.8656957520968
"145";11.894630138137;14.0430107589109;6;31.9376408970478
"146";11.7977996490743;14.1136552399784;6;31.9114548890527
"147";12.0251832718652;14.1579038412952;6;32.1830871131604
"148";12.1728225191145;14.2446380763184;6;32.4174605954329
"149";11.997654772962;14.2031731863672;5;31.2008279593292
"150";11.7984183938928;14.0404351631124;5;30.8388535570052
"151";11.929063098523;14.0308712052927;6;31.9599343038157
"152";12.007152506045;14.0380808267059;6;32.0452333327509
"153";11.6606988427361;14.0202097249855;6;31.6809085677216
"154";11.7998589472982;14.1957341294705;6;31.9955930767687
"155";11.7250820040905;14.1938893286166;6;31.9189713327071
"156";11.7980678666362;14.1798821229395;6;31.9779499895756
"157";11.7258110537428;14.039178141352;6;31.7649891950948
"158";11.8075374398768;14.0720773694424;6;31.8796148093191
"159";11.924668955444;14.171956088879;6;32.096625044323
"160";12.1864911662602;14.1278648720586;6;32.3143560383188
"161";12.0300196681629;14.0702770350894;6;32.1002967032524
"162";11.9096057569053;14.1088284470743;5;31.0184342039796
"163";11.756026438411;14.1113877864329;5;30.8674142248439
"164";11.8544283671203;13.9984937799701;6;31.8529221470904
"165";12.0006494138806;14.1390913574651;5;31.1397407713457
"166";11.7817547279553;14.1755595393378;6;31.9573142672931
"167";11.7947588104254;14.1031975707434;6;31.8979563811689
"168";11.8696174493487;14.215912820232;6;32.0855302695807
"169";12.1516534754286;14.1317458653009;6;32.2833993407296
"170";11.8908721049229;14.076015909183;6;31.966888014106
"171";11.9878039341809;14.0753641014935;6;32.0631680356745
"172";12.0604812539436;14.1853844885024;5;31.245865742446
"173";11.8264342857621;14.1973462759299;6;32.023780561692
"174";11.8565711444681;14.1722165672892;6;32.0287877117573
"175";12.1482768951635;14.3260643589923;6;32.4743412541558
"176";11.6095510134494;13.9814923536297;6;31.5910433670791
"177";11.7804040672136;13.9329644914018;5;30.7133685586153
"178";11.9348855595862;14.0407445310885;6;31.9756300906747
"179";11.9249502303871;14.0887600123058;6;32.013710242693
"180";11.7841026526888;14.2651011170125;6;32.0492037697012
"181";11.8436111512161;14.0125980058449;6;31.856209157061
"182";11.9604237869832;14.1409894978032;6;32.1014132847864
"183";11.8166907916317;13.9622577985659;6;31.7789485901976
"184";11.9768574170411;14.1853558566808;6;32.1622132737219
"185";11.8771975094915;14.1489989832284;6;32.0261964927198
"186";12.0119144655237;14.2863604494981;5;31.2982749150218
"187";11.979812656281;14.0307535537153;5;31.0105662099963
"188";11.7520591825078;14.0086611117688;6;31.7607202942766
"189";12.0272454376829;14.2338949005166;6;32.2611403381994
"190";11.880553249344;14.1756684205032;5;31.0562216698472
"191";11.7873501754934;14.0164416059269;6;31.8037917814204
"192";11.7886693089774;14.0900631482098;5;30.8787324571873
"193";11.6647397877272;14.0690686906886;6;31.7338084784159
"194";11.8970435656744;14.0633898369866;6;31.9604334026609
"195";11.8611907019915;14.1745153187986;6;32.0357060207902
"196";11.8182559994667;13.9662858843878;6;31.7845418838546
"197";11.7568524318817;14.0559681595313;6;31.812820591413
"198";12.1418368494745;14.1251913937937;5;31.2670282432682
"199";11.7962577525992;13.9901513244303;6;31.7864090770295
"200";11.8486839278522;14.0895258243941;6;31.9382097522463
"201";11.8904685555045;13.9239377262988;6;31.8144062818032
"202";11.9048407053924;14.055067627426;6;31.9599083328184
"203";11.8875094740743;14.0035535023959;6;31.8910629764702
"204";11.7059999766588;13.9541706816193;6;31.6601706582781
"205";11.9095016191756;13.8961673293992;6;31.8056689485748
"206";11.7649981421113;14.2045016916088;6;31.9694998337201
"207";11.8526129041006;14.0525931443121;5;30.9052060484127
"208";11.6178909724633;14.0143276627198;6;31.6322186351831
"209";11.7506227406892;14.036179905593;6;31.7868026462823
"210";11.9764544821277;14.2684881336503;5;31.2449426157781
"211";11.6947266947422;13.9330896417731;6;31.6278163365153
"212";11.6398596510779;14.0743907146127;6;31.7142503656907
"213";11.6253737336429;14.0016210870243;6;31.6269948206672
"214";11.9887822858268;14.0295921209828;6;32.0183744068096
"215";11.841142107643;13.9695212178915;6;31.8106633255345
"216";11.6768779321643;13.9704323875175;6;31.6473103196818
"217";11.7800904431373;13.9328139321021;6;31.7129043752394
"218";11.6412776489853;13.9807681726688;6;31.6220458216541
"219";11.8881720656945;14.1652765170783;6;32.0534485827728
"220";11.8570102663349;13.9714012369803;6;31.8284115033152
"221";11.9854458563176;14.1302697274722;5;31.1157155837899
"222";12.1559105021622;14.0333465074616;6;32.1892570096237
"223";11.8642503481686;14.0312698908412;6;31.8955202390098
"224";11.7180194595806;14.0110468895209;6;31.7290663491015
"225";12.0310017346951;14.230432870889;5;31.2614346055841
"226";11.6208728517851;13.9726466157738;6;31.593519467559
"227";12.0033238605539;14.051387727144;6;32.0547115876979
"228";11.8185791773903;14.1377991316537;6;31.956378309044
"229";12.0755953151106;14.2961548778587;6;32.3717501929693
"230";11.7319869605979;13.934396738121;6;31.6663836987188
"231";11.8535923800117;13.9639055253982;6;31.8174979054099
"232";11.7237477887991;13.9831325667752;5;30.7068803555742
"233";11.8199020186225;14.0293488933633;5;30.8492509119858
"234";11.8853361486758;14.0247182095461;6;31.9100543582219
"235";11.9460085063025;14.1462712543967;6;32.0922797606992
"236";11.9109715885548;14.1440904763083;6;32.0550620648631
"237";11.6666214020675;13.9503305789026;6;31.6169519809701
"238";11.9056670434261;14.1362982875945;6;32.0419653310206
"239";11.7994476461605;14.0947632317511;6;31.8942108779116
"240";11.7954464834562;14.2592890151016;5;31.0547354985578
"241";11.6958924988399;14.1726507477574;6;31.8685432465973
"242";11.8541441084148;14.2479675696182;6;32.102111678033
"243";11.7145010732262;14.0243579599863;6;31.7388590332124
"244";11.8586933180573;13.9845284501541;6;31.8432217682114
"245";11.8871788226495;14.1287021926254;6;32.0158810152749
"246";11.9929136929198;13.9531796815943;6;31.9460933745141
"247";11.6788188287797;13.8739952594596;6;31.5528140882393
"248";11.6471239286054;14.1302567203282;6;31.7773806489336
"249";11.8975566329716;14.0077951394059;6;31.9053517723775
"250";11.6097376524858;14.0201832854932;6;31.629920937979
"251";12.0267587737466;14.2171438199923;5;31.2439025937389
"252";11.9580383780369;14.0638912238751;5;31.021929601912
"253";11.9877616063783;14.0220975751191;6;32.0098591814974
"254";11.8629827435967;14.1066293517963;5;30.969612095393
"255";11.7086278579251;14.0768012539811;6;31.7854291119063
"256";12.0070630557287;14.2783921546819;5;31.2854552104105
"257";11.7264604805856;13.9219749230554;6;31.648435403641
"258";11.8089538144156;14.0897145884575;6;31.8986684028731
"259";11.9839520769066;14.246583707568;5;31.2305357844746
"260";11.9630440122934;14.2567292208462;6;32.2197732331395
"261";11.790243237013;14.0952817032469;6;31.8855249402599
"262";12.2206335456144;14.1510256598833;6;32.3716592054977
"263";11.6407794154764;13.9906761696178;6;31.6314555850941
"264";12.1259560939092;14.234642164034;6;32.3605982579431
"265";11.9065699181294;14.0338890598649;6;31.9404589779943
"266";11.754584522704;14.0069368399823;6;31.7615213626863
"267";11.9281503152321;13.9686885545371;5;30.8968388697693
"268";11.7506301945442;13.973417801447;6;31.7240479959912
"269";11.8631212747766;13.9861064995893;6;31.8492277743659
"270";12.1544046391687;14.2041336842776;5;31.3585383234463
"271";11.7710021300617;13.9919425286124;6;31.7629446586741
"272";12.159525715988;14.341596922612;5;31.5011226386
"273";11.7475493225085;14.049893695654;6;31.7974430181625
"274";11.8949849118132;13.9502246958238;6;31.845209607637
"275";12.2405159280836;14.088509448838;6;32.3290253769216
"276";11.7799081734248;14.0341073831018;6;31.8140155565266
"277";11.8627140429321;14.1112463289751;6;31.9739603719072
"278";11.9777572344298;14.1300238325065;6;32.1077810669363
"279";11.9478201332744;13.9882013484121;5;30.9360214816865
"280";12.1823992062443;14.1204265690566;5;31.3028257753009
"281";11.851324325086;13.9623148966305;6;31.8136392217165
"282";11.8828618313671;14.1693106780879;6;32.052172509455
"283";11.7763541235335;14.2599290179472;6;32.0362831414807
"284";11.8535384030145;14.0668366410646;6;31.9203750440791
"285";11.995335279278;13.9167670437325;5;30.9121023230105
"286";11.8548912339072;14.1768753985947;5;31.0317666325018
"287";12.015133379515;13.9109886030431;6;31.9261219825581
"288";11.9612819171357;14.0364898656969;5;30.9977717828326
"289";11.9680206841061;14.3017572026136;6;32.2697778867197
"290";11.7436680168516;14.0547192234037;6;31.7983872402553
"291";11.7340625895811;13.9723137240654;6;31.7063763136465
"292";11.5998445217043;13.9816811602191;6;31.5815256819234
"293";11.8338207944982;14.0509649805264;5;30.8847857750246
"294";11.7437070037415;13.8999084268674;5;30.6436154306089
"295";11.9469053547198;14.0143305708251;6;31.9612359255449
"296";11.9306577764323;13.9899344416096;6;31.920592218042
"297";11.7333344355876;13.9454500888967;6;31.6787845244843
"298";11.9609674127362;14.0261662834306;5;30.9871336961667
"299";11.7106176685768;14.0282786917128;6;31.7388963602896
"300";11.6917190725657;13.9691603527914;6;31.660879425357
"301";11.9226135883185;13.984759008005;6;31.9073725963234
"302";11.8269706518104;14.1798919993093;6;32.0068626511197
"303";11.805101011984;14.1009026117878;5;30.9060036237717
"304";11.9582522617844;13.9639839804007;5;30.9222362421851
"305";11.9205603461278;14.2267467510912;5;31.147307097219
"306";11.8619809945057;14.0069552863666;6;31.8689362808723
"307";11.8269811693737;14.0103260615135;6;31.8373072308872
"308";11.7518254704587;14.082811676451;6;31.8346371469097
"309";12.0722443114956;14.0953102241014;6;32.167554535597
"310";11.9647507228259;14.0436893600137;6;32.0084400828396
"311";11.8414495386624;14.0454921290618;6;31.8869416677242
"312";11.7481530161583;14.1480645860229;6;31.8962176021813
"313";12.0125108668521;13.9839684614434;6;31.9964793282955
"314";11.8125966993187;14.1157026360962;6;31.9282993354149
"315";11.5738178157296;14.1394658869418;6;31.7132837026715
"316";11.9281644392176;14.1520053864589;5;31.0801698256764
"317";11.849758645837;14.0215702380294;6;31.8713288838664
"318";12.1017220518971;14.0045742962022;5;31.1062963480993
"319";12.0076284691886;14.0543218851595;6;32.0619503543481
"320";11.7534159691088;14.0063880164001;6;31.7598039855089
"321";12.0033410233921;14.1850659502172;6;32.1884069736093
"322";11.8225614405276;13.900987431476;5;30.7235488720036
"323";11.7445682320692;13.9909734838263;6;31.7355417158956
"324";11.9217322869533;13.9295731170457;6;31.851305403999
"325";11.9780930006047;14.177937169602;6;32.1560301702066
"326";11.9255127199315;14.139162878648;6;32.0646755985794
"327";11.857885585103;14.038457777624;6;31.896343362727
"328";11.7087926007102;14.0506147085497;6;31.7594073092599
"329";11.7783582787797;14.0471229373343;5;30.825481216114
"330";11.8396953521241;14.0574507770008;6;31.8971461291248
"331";11.8351610366068;14.0191322248971;5;30.8542932615039
"332";12.039796735295;14.2685913098344;5;31.3083880451294
"333";11.6449426603525;14.0933626357234;6;31.7383052960759
"334";11.881343606822;14.2295656236534;6;32.1109092304754
"335";11.7046463258461;14.170863426654;6;31.8755097525001
"336";12.0626813424295;14.2692668391696;6;32.3319481815991
"337";11.9538182753837;14.0657258317218;5;31.0195441071056
"338";11.6607401733199;14.0079933187176;6;31.6687334920374
"339";11.8994089350486;14.0516889380814;6;31.95109787313
"340";11.8901895964158;14.1112235829979;6;32.0014131794137
"341";11.9292214485587;14.0454712336405;6;31.9746926821992
"342";11.9030792309615;14.0901591356254;6;31.9932383665869
"343";11.8109877157839;14.0532798415474;5;30.8642675573314
"344";11.8700066235366;14.1858064940397;6;32.0558131175762
"345";11.8264524136358;13.914471728394;6;31.7409241420298
"346";11.7953209626277;14.126810620587;6;31.9221315832146
"347";11.7084780878491;14.0620850018273;6;31.7705630896764
"348";12.1272533524476;14.1172870762099;5;31.2445404286575
"349";12.0411573952494;14.2155402329858;6;32.2566976282352
"350";11.6721492505892;13.9994856566652;6;31.6716349072543
"351";11.7467413658054;14.039514944787;6;31.7862563105924
"352";11.7187353945683;14.0307626941066;6;31.7494980886749
"353";11.9142435776775;14.1183717336963;6;32.0326153113739
"354";11.969505514934;14.0190108955759;6;31.9885164105099
"355";11.6976467941032;14.212618497899;5;30.9102652920022
"356";11.9121933192288;14.0057737470849;6;31.9179670663137
"357";11.8755152132257;14.0408284228191;6;31.9163436360448
"358";11.6031191275072;14.1922353960905;6;31.7953545235977
"359";11.9353697345236;14.0301867886074;6;31.965556523131
"360";11.8177059041697;13.9626623416059;6;31.7803682457755
"361";11.8305408794975;14.0208623265493;6;31.8514032060468
"362";12.0022210676109;14.0349130090558;5;31.0371340766667
"363";11.8298177440066;14.083036011882;5;30.9128537558886
"364";11.8492767747176;14.0292001931876;6;31.8784769679052
"365";12.0225789915449;14.1415152998472;5;31.1640942913921
"366";11.9619815563081;14.033033432419;6;31.9950149887271
"367";11.8608237343377;13.9351651039022;6;31.7959888382399
"368";11.7880070163046;13.9496498617781;6;31.7376568780827
"369";11.9072166600634;14.1112519700862;6;32.0184686301496
"370";11.7736663446401;13.9803888447163;6;31.7540551893564
"371";12.0328860687235;14.2692261385996;5;31.3021122073231
"372";11.7545387984095;14.0572323299315;6;31.811771128341
"373";11.7400532120468;13.9019268794323;6;31.641980091479
"374";11.6814000917931;14.0452057536608;6;31.7266058454539
"375";11.6903544590574;14.1324885954558;6;31.8228430545131
"376";11.5694602197124;13.9722467350873;6;31.5417069547997
"377";11.6529128349742;14.1533534414917;6;31.8062662764658
"378";11.8481618048939;14.0196531455257;6;31.8678149504195
"379";11.9963496260599;14.4167071171205;6;32.4130567431804
"380";12.0488915885439;14.1399783805876;5;31.1888699691314
"381";12.0861046474384;14.1070397286745;6;32.1931443761128
"382";11.4918004382058;14.0413258489086;6;31.5331262871144
"383";11.7980678695298;14.0242269919644;6;31.8222948614942
"384";11.6830323107799;14.0594424146557;6;31.7424747254356
"385";11.879680239707;14.0426517510627;6;31.9223319907696
"386";12.0053652224054;14.3606131532731;5;31.3659783756786
"387";11.7965867666711;14.2318951174424;6;32.0284818841135
"388";11.9030467728732;14.1967517322486;5;31.0997985051218
"389";11.8961167815361;14.0607180909107;6;31.9568348724468
"390";11.8914717848979;14.0150984216153;5;30.9065702065132
"391";11.9840366021335;14.1815869210941;6;32.1656235232276
"392";11.7731810394652;14.0436329513735;6;31.8168139908387
"393";11.7718525249982;14.0094975627021;6;31.7813500877002
"394";11.8066907333997;13.9542840489959;6;31.7609747823956
"395";11.673944958633;13.9556614239786;6;31.6296063826116
"396";12.1772602761508;14.1668030377371;5;31.3440633138878
"397";12.0721857445441;14.0330644898216;5;31.1052502343657
"398";11.7122730427224;14.0624035799915;6;31.7746766227139
"399";11.7045817208006;14.0113369102855;6;31.7159186310861
"400";11.9643630389747;13.948069214414;6;31.9124322533887
"401";11.9063512002967;14.0492307161138;6;31.9555819164105
"402";11.9598769655872;14.1489929554819;6;32.1088699210692
"403";11.8655832031377;14.0767049172785;5;30.9422881204163
"404";11.9091426707584;14.2905172252669;6;32.1996598960253
"405";11.9139025380158;14.0597840034397;6;31.9736865414555
"406";11.7557181794491;14.1520243169069;6;31.907742496356
"407";11.8511706712083;13.9631194915928;6;31.8142901628011
"408";11.7671580490266;13.9918415726937;6;31.7589996217204
"409";11.6124446067327;13.9577217849291;6;31.5701663916618
"410";12.0640793911337;14.1561768401683;5;31.220256231302
"411";11.6403534440819;14.0196378007585;6;31.6599912448404
"412";11.6891352767917;13.9413479718793;6;31.630483248671
"413";11.7095507065441;14.0389820955558;6;31.7485328020999
"414";11.6880912702292;14.1053612856978;6;31.7934525559269
"415";11.6749572310522;14.0744378385272;6;31.7493950695794
"416";11.9495369265641;14.0150580328725;6;31.9645949594366
"417";11.8957876746247;14.0613878534534;5;30.9571755280781
"418";11.7077215091134;13.9041180143035;6;31.611839523417
"419";11.8400203933721;13.9070053389331;6;31.7470257323052
"420";11.8832315972272;14.0363919346061;6;31.9196235318334
"421";11.7242941691814;14.0490289483992;6;31.7733231175806
"422";11.715909543804;14.1447455424203;6;31.8606550862243
"423";11.9062703045157;14.0582490757418;6;31.9645193802576
"424";11.8522662555189;14.1063091392623;6;31.9585753947811
"425";11.9622034565399;13.98523286926;6;31.9474363257999
"426";11.8610642752313;14.0631762303595;6;31.9242405055909
"427";12.0591534591168;14.2018853296441;6;32.261038788761
"428";12.0000881709228;14.162849565987;5;31.1629377369098
"429";11.8335816261901;14.2674737623803;6;32.1010553885704
"430";11.7260749559062;14.1314901193535;6;31.8575650752597
"431";11.8301511956121;13.904638702336;6;31.7347898979481
"432";11.8611178999825;14.2129741701581;6;32.0740920701405
"433";11.8855688144608;14.2383753161273;5;31.1239441305882
"434";11.6723813136822;13.9711152832825;5;30.6434965969647
"435";11.8178528200208;14.2138095210952;6;32.0316623411159
"436";11.8067635058185;14.0806020327174;6;31.8873655385359
"437";12.0660582047767;14.1464369816997;5;31.2124951864765
"438";11.7549143461446;14.0777426698441;6;31.8326570159887
"439";11.8549681703638;14.0440546666006;6;31.8990228369644
"440";11.7261836723792;14.0328299055109;6;31.7590135778901
"441";11.75710832478;14.0016757891292;6;31.7587841139092
"442";12.0953730279347;14.1259717349984;6;32.2213447629332
"443";11.9673070835894;14.1380885363087;5;31.1053956198982
"444";11.8700531490064;14.1041426488006;6;31.974195797807
"445";11.9747685547928;14.03547734577;5;31.0102459005627
"446";11.9445568423435;14.0225880179678;6;31.9671448603114
"447";11.9478217773035;14.0959992736117;6;32.0438210509152
"448";11.8877311009739;14.2544217301757;6;32.1421528311496
"449";11.75456234989;14.0623696599321;6;31.8169320098221
"450";12.0490920963661;14.0698139560181;5;31.1189060523842
"451";11.8247281920995;14.207092163012;5;31.0318203551115
"452";11.6766684859017;14.0911664731231;6;31.7678349590249
"453";11.585590162452;14.031185991116;6;31.616776153568
"454";12.0860784136133;14.1791668931594;5;31.2652453067727
"455";11.6882767906106;14.0340612127574;6;31.722338003368
"456";11.830390634754;14.0878737254266;6;31.9182643601806
"457";11.8632407849179;14.0750873487601;6;31.938328133678
"458";11.6809374260888;13.9316623416824;5;30.6125997677712
"459";11.927106773656;14.0760230098955;6;32.0031297835515
"460";12.1074500005324;14.289553889792;5;31.3970038903243
"461";11.833216626848;13.9839278096936;6;31.8171444365416
"462";11.6044932932021;13.9070308923575;6;31.5115241855595
"463";11.6137187483444;14.0765000990019;6;31.6902188473463
"464";11.6228312410691;14.0220328368132;6;31.6448640778824
"465";11.7528916873203;13.9585744440089;6;31.7114661313292
"466";11.8962051920515;14.063418453481;6;31.9596236455325
"467";11.9671729703159;14.0767846328825;6;32.0439576031984
"468";11.9829797919495;14.1355228913726;5;31.118502683322
"469";11.7047533178702;14.0514398136084;6;31.7561931314786
"470";11.8455602482387;14.1597813804682;5;31.0053416287068
"471";11.815512872659;14.1051512977263;6;31.9206641703853
"472";11.6835279721259;14.1373446158917;6;31.8208725880176
"473";12.0172177368811;14.1868547434895;6;32.2040724803706
"474";11.7346765762572;13.8816760456818;6;31.616352621939
"475";11.7202952368685;14.0381063031709;6;31.7584015400394
"476";11.8005541520672;14.2106032409552;5;31.0111573930224
"477";11.7220955199189;14.1744359873433;5;30.8965315072622
"478";11.5933949152598;13.9565793775548;6;31.5499742928147
"479";11.8880684920322;13.9413434445788;6;31.829411936611
"480";12.0572943894352;14.0043196145356;6;32.0616140039708
"481";12.1000224719824;14.0429918572671;6;32.1430143292495
"482";11.8448711891119;14.1331475307527;6;31.9780187198645
"483";11.9096043314688;14.1324261294939;5;31.0420304609628
"484";12.0578199150537;14.1528896172353;6;32.2107095322891
"485";11.7717369645285;14.072998843063;6;31.8447358075915
"486";11.7947990354825;14.0578001495823;6;31.8525991850647
